store_name	code	product_ean	location
Lymington	GB	2645569128314	Europe/London
Eppingen	DE	3185730073184	Europe/Berlin
Chiguayante	CL	9183740527042	America/Santiago
Chiavari	IT	6184892618629	Europe/Rome
Aschaffenburg	DE	4030346787798	Europe/Berlin
Tiruppuvanam	IN	2426631727600	Asia/Kolkata
Saint-Omer	FR	4458569172755	Europe/Paris
Yakuplu	TR	9789207718512	Europe/Istanbul
Sakaraha	MG	1864890420381	Indian/Antananarivo
Heroica Matamoros	MX	5433803316989	America/Matamoros
Kitgum	UG	1038689267093	Africa/Kampala
Ovalle	CL	7349100640086	America/Santiago
Marburg an der Lahn	DE	9284129022230	Europe/Berlin
Manikchari	BD	3786097913344	Asia/Dhaka
Bogoroditsk	RU	1324056799343	Europe/Moscow
East Jerusalem	PS	6927976859293	Asia/Hebron
Vahdat	TJ	4842900930126	Asia/Dushanbe
Esmeraldas	BR	9399617153713	America/Sao_Paulo
Pucheng	CN	3431271641932	Asia/Shanghai
Davis	US	3239733809681	America/Los_Angeles
Karatsu	JP	5578527803176	Asia/Tokyo
Zaysan	KZ	2990090125852	Asia/Almaty
Emmeloord	NL	8209272449087	Europe/Amsterdam
Port of Spain	TT	7500907958266	America/Port_of_Spain
Bavly	RU	0074491799842	Europe/Moscow
Strood	GB	4377924262538	Europe/London
Shimotoda	JP	3724488134770	Asia/Tokyo
Boli	CN	4162812127613	Asia/Shanghai
Jaworzno	PL	0381185582957	Europe/Warsaw
Calauan	PH	4691771425596	Asia/Manila
Hlohovec	SK	0306544834485	Europe/Bratislava
Ajdabiya	LY	9838115984110	Africa/Tripoli
Coralville	US	9890351969764	America/Chicago
Grand Forks	US	9850055458490	America/Chicago
Mbalmayo	CM	8340701633360	Africa/Douala
Juhaynah	EG	2927022606714	Africa/Cairo
Athlone	IE	7233280851335	Europe/Dublin
Lutz	US	2934667487882	America/New_York
Wacheng	CN	7867748020935	Asia/Shanghai
Kushtia	BD	5274417577744	Asia/Dhaka
Changshu City	CN	7804167159570	Asia/Shanghai
Oulmes	MA	9171957388266	Africa/Casablanca
San Gabriel	US	5354552978672	America/Los_Angeles
Tadmur	SY	6751841420642	Asia/Damascus
Chiguayante	CL	3633878153256	America/Santiago
Shahre Jadide Andisheh	IR	7273670423926	Asia/Tehran
Beveren	BE	2325546974010	Europe/Brussels
Lakota	CI	3700276131718	Africa/Abidjan
Milagro	EC	8647912053520	America/Guayaquil
Nakhon Pathom	TH	7126559535619	Asia/Bangkok
Trossingen	DE	6651154844572	Europe/Berlin
Al Jubayl	SA	6885587412118	Asia/Riyadh
Yangambi	CD	2091037779517	Africa/Lubumbashi
Iwade	JP	6535009332479	Asia/Tokyo
Burscheid	DE	7849309750703	Europe/Berlin
Quimper	FR	3408382246240	Europe/Paris
Nampa	US	7127117683575	America/Boise
Bridgeport	US	4924271541658	America/New_York
Jackson	US	9195192609054	America/Chicago
San Lorenzo Acopilco	MX	8383477972318	America/Mexico_City
Reus	ES	4354296385386	Europe/Madrid
Encinitas	US	1231020030916	America/Los_Angeles
Motomachi	JP	2300689520805	Asia/Tokyo
Baki	SO	5058604366720	Africa/Mogadishu
Beveren	BE	7529558352049	Europe/Brussels
Esmeraldas	BR	1119318909291	America/Sao_Paulo
Jizzax	UZ	5271388960148	Asia/Samarkand
Stupino	RU	1788186851652	Europe/Moscow
Aykhal	RU	6186723193671	Asia/Yakutsk
Espoo	FI	5969729275173	Europe/Helsinki
East Jerusalem	PS	9506887380873	Asia/Hebron
Ueno-ebisumachi	JP	8758629776562	Asia/Tokyo
Wesseling	DE	3855198608241	Europe/Berlin
Scarsdale	US	0386269110248	America/New_York
Nizhniy Lomov	RU	4926713693949	Europe/Moscow
Al Jubayl	SA	7855624153198	Asia/Riyadh
Aklera	IN	4537819359082	Asia/Kolkata
Siliana	TN	3429013856539	Africa/Tunis
Peabody	US	1394041234661	America/New_York
Weimar	DE	5646421715229	Europe/Berlin
Sainte-Catherine	CA	5712654143938	America/Toronto
Gembloux	BE	7129806111758	Europe/Brussels
Sar-e Pul	AF	2499915036552	Asia/Kabul
Brierley Hill	GB	0843589459384	Europe/London
Gembloux	BE	4390960912090	Europe/Brussels
Palm Desert	US	0232748849324	America/Los_Angeles
Port Huron	US	9583373481320	America/Detroit
Carindale	AU	9469866211981	Australia/Brisbane
Bothell West	US	2921531324985	America/Los_Angeles
Jocotepec	MX	1113211685719	America/Mexico_City
Sambalpur	IN	0576736831404	Asia/Kolkata
Honda	CO	3966719003992	America/Bogota
Biu	NG	7969741607585	Africa/Lagos
Masbate	PH	9204085159528	Asia/Manila
Okahandja	NA	0418897161313	Africa/Windhoek
Verl	DE	3932803688888	Europe/Berlin
Puducherry	IN	4721578470670	Asia/Kolkata
Karben	DE	1150237657740	Europe/Berlin
Sunnyside	US	3366927530776	America/Los_Angeles
Tarakan	ID	8220294424029	Asia/Makassar
Alfenas	BR	5919507556208	America/Sao_Paulo
Francavilla Fontana	IT	5687978292757	Europe/Rome
Privolzhskiy	RU	3839490378675	Europe/Saratov
Rixensart	BE	7952638829818	Europe/Brussels
Shreveport	US	5905286266346	America/Chicago
Valletta	MT	6529664303417	Europe/Malta
Fairview Heights	US	1279101885109	America/Chicago
Valday	RU	5267161658661	Europe/Moscow
Harrisburg	US	4456618505721	America/New_York
San Giuliano Milanese	IT	4322823795984	Europe/Rome
Solntsevo	RU	2204491659886	Europe/Moscow
Same	TZ	2024850517264	Africa/Dar_es_Salaam
Gembloux	BE	1150833041578	Europe/Brussels
Split	HR	5398999006758	Europe/Zagreb
Brentwood Estates	US	7585754513608	America/Chicago
Frenda	DZ	0872240605778	Africa/Algiers
Schererville	US	0014749019919	America/Chicago
Usagara	TZ	8019253170233	Africa/Dar_es_Salaam
Adra	IN	3306264127659	Asia/Kolkata
Evergreen Park	US	6601380000624	America/Chicago
Danilov	RU	8155596421059	Europe/Moscow
Scotch Plains	US	4021681587624	America/New_York
Culemborg	NL	9019206223428	Europe/Amsterdam
Cavaillon	FR	7311500161911	Europe/Paris
Claremont	US	9135010152898	America/Los_Angeles
Mianwali	PK	5302150890926	Asia/Karachi
Dorval	CA	3961650613484	America/Toronto
North Tustin	US	5224958622076	America/Los_Angeles
Parkent	UZ	1747334661321	Asia/Tashkent
Perugia	IT	7145437343351	Europe/Rome
Barneveld	NL	7171405610620	Europe/Amsterdam
Tyler	US	1783303219605	America/Chicago
Hechingen	DE	4427318272671	Europe/Berlin
Far Rockaway	US	8490600805204	America/New_York
Sirsi	IN	6311541568701	Asia/Kolkata
Sarandi	BR	6253846527857	America/Sao_Paulo
Kaukauna	US	0020578926168	America/Chicago
San Bernardo	CL	5983417789575	America/Santiago
Vestavia Hills	US	2311920503945	America/Chicago
Hengshui	CN	7700866025782	Asia/Shanghai
Niort	FR	0474738396825	Europe/Paris
Kovylkino	RU	5677685216221	Europe/Moscow
Split	HR	4601573745860	Europe/Zagreb
Floridsdorf	AT	0134451301406	Europe/Vienna
Montana	BG	0541777611810	Europe/Sofia
Kherson	UA	5541808401729	Europe/Kiev
Perth	AU	2795826375323	Australia/Perth
Tupi	PH	1156563026267	Asia/Manila
Les Olives	FR	6784100309297	Europe/Paris
Tiruppuvanam	IN	1531852195600	Asia/Kolkata
Santa Gertrudes	BR	9650180443138	America/Sao_Paulo
Rafaela	AR	7135831706081	America/Argentina/Cordoba
Neuburg an der Donau	DE	3979955017265	Europe/Berlin
Tak Bai	TH	8536442878423	Asia/Bangkok
Puerto Colombia	CO	1614129438232	America/Bogota
Walsrode	DE	6936078203033	Europe/Berlin
Ajdabiya	LY	9954682365210	Africa/Tripoli
Cibinong	ID	0626915326464	Asia/Jakarta
Barbil	IN	8412641628246	Asia/Kolkata
Willetton	AU	8166258175364	Australia/Perth
Alipur	PK	3785042215212	Asia/Karachi
Kampung Ayer Molek	MY	7447990591287	Asia/Kuala_Lumpur
Kediri	ID	1872917618529	Asia/Jakarta
Hechingen	DE	7524801010769	Europe/Berlin
Yeysk	RU	1232144982082	Europe/Moscow
Sankt Peter	AT	7846140484224	Europe/Vienna
Albufeira	PT	6346949924552	Europe/Lisbon
Shahre Jadide Andisheh	IR	3956678333834	Asia/Tehran
Great Wyrley	GB	6765751459951	Europe/London
Scottsdale	US	5690079361802	America/Phoenix
Temse	BE	4246596963800	Europe/Brussels
Odessa	US	6459066486282	America/Chicago
Le Chesnay	FR	5683016030060	Europe/Paris
Yingkou	CN	1262726221483	Asia/Shanghai
Francavilla Fontana	IT	8607783192674	Europe/Rome
Altamira	BR	5214024941125	America/Santarem
Meizhou	CN	0378906459803	Asia/Shanghai
Progreso	MX	1458412585384	America/Merida
An Muileann gCearr	IE	1053913232616	Europe/Dublin
Villa del Rosario	CO	3556575955520	America/Bogota
New Yekepa	LR	8875349863928	Africa/Monrovia
Stockbridge	US	7183632784579	America/New_York
Valence	FR	8850638015202	Europe/Paris
Pekin	US	9772164081881	America/Chicago
Liaoyang	CN	8996642008059	Asia/Shanghai
Newbury	GB	1040952161694	Europe/London
Talavera de la Reina	ES	5151085865598	Europe/Madrid
Glogovac	XK	1592692536114	Europe/Belgrade
Custoias	PT	0939559867126	Europe/Lisbon
San Rafael	CR	4333208317691	America/Costa_Rica
Haldwani	IN	8076143767102	Asia/Kolkata
Copperas Cove	US	9521002318241	America/Chicago
Curitiba	BR	2830302916598	America/Sao_Paulo
Jiangyan	CN	9667217160609	Asia/Shanghai
Lesozavodsk	RU	8241958059296	Asia/Vladivostok
Manaoag	PH	5237483943011	Asia/Manila
Busia	KE	5655689804927	Africa/Nairobi
Temara	MA	8417709791856	Africa/Casablanca
Kirchlengern	DE	2642001582994	Europe/Berlin
Odessa	US	0616103897425	America/Chicago
Shuangcheng	CN	8290366847070	Asia/Shanghai
Ventimiglia	IT	9731930500346	Europe/Rome
Varadero	CU	3722687972162	America/Havana
Volokolamsk	RU	0155645361440	Europe/Moscow
Komono	JP	9930716657933	Asia/Tokyo
Artsyz	UA	8186953842064	Europe/Kiev
La Trinidad	PH	8573379410043	Asia/Manila
Idenao	CM	5256463339521	Africa/Douala
Bavly	RU	3067840192767	Europe/Moscow
North Tustin	US	4970197839706	America/Los_Angeles
Mampong	GH	7268226564598	Africa/Accra
Tadmur	SY	7682955377340	Asia/Damascus
Chharra	IN	4457143597410	Asia/Kolkata
Aurora	US	8338017577454	America/Denver
Fazilpur	PK	8353255593325	Asia/Karachi
Alytus	LT	4710305578871	Europe/Vilnius
Montecchio Maggiore-Alte Ceccato	IT	5612765661089	Europe/Rome
Greenpoint	US	0002543639433	America/New_York
Alipur	PK	9760822918709	Asia/Karachi
Espoo	FI	9966274491153	Europe/Helsinki
Myawadi	MM	2795972153356	Asia/Yangon
Nonsan	KR	4741517536212	Asia/Seoul
Nakhon Pathom	TH	0354673354039	Asia/Bangkok
Misterbianco	IT	1463931475948	Europe/Rome
Magomeni	TZ	9283949996691	Africa/Dar_es_Salaam
Valence	FR	7494718310927	Europe/Paris
Bogovinje	MK	8684112523705	Europe/Skopje
Mount Hagen	PG	0894788142881	Pacific/Port_Moresby
Gariadhar	IN	7244641290335	Asia/Kolkata
Rolla	US	2488077126140	America/Chicago
Stockbridge	US	8909113840966	America/New_York
Pune	IN	2670046567393	Asia/Kolkata
Croix-des-Bouquets	HT	2795367723195	America/Port-au-Prince
Pujali	IN	4652347338344	Asia/Kolkata
Malden	US	2871661296952	America/New_York
Pedro II	BR	8841550593497	America/Fortaleza
Vitebsk	BY	7321742786841	Europe/Minsk
Parkent	UZ	3572952731860	Asia/Tashkent
Ciudad Guayana	VE	1788679825979	America/Caracas
Madrid	CO	3550973896232	America/Bogota
Kidodi	TZ	5085060380632	Africa/Dar_es_Salaam
Arua	UG	1037506767204	Africa/Kampala
Sun City Center	US	8128881288033	America/New_York
Heroica Matamoros	MX	1287205574959	America/Matamoros
Mirriah	NE	4921004648721	Africa/Niamey
Periyakulam	IN	2471773878338	Asia/Kolkata
Carindale	AU	1573556476760	Australia/Brisbane
Memmingen	DE	1955956966162	Europe/Berlin
Soledade	BR	7800491653432	America/Sao_Paulo
Finnentrop	DE	5767878119269	Europe/Berlin
Dorval	CA	2360078090654	America/Toronto
Carnaxide	PT	1143845281049	Europe/Lisbon
Hutchinson	US	5910973669423	America/Chicago
Ovalle	CL	1822811698080	America/Santiago
Gudermes	RU	2132017101185	Europe/Moscow
Simpang	ID	8989991534959	Asia/Jakarta
Amreli	IN	0847878585266	Asia/Kolkata
Dawei	MM	5360808428099	Asia/Yangon
Adra	IN	9889223277243	Asia/Kolkata
Toba	JP	6961313134117	Asia/Tokyo
Bhayandar	IN	1814297020387	Asia/Kolkata
Woodlawn	US	1856154414441	America/New_York
Patnos	TR	6651901173658	Europe/Istanbul
Guanajuato	MX	6091747014447	America/Mexico_City
Pedro II	BR	4250999511810	America/Fortaleza
Heroica Matamoros	MX	8236040193644	America/Matamoros
Diamond Harbour	IN	1337930468563	Asia/Kolkata
Rueil-Malmaison	FR	7988699932419	Europe/Paris
Ajdabiya	LY	3755062972532	Africa/Tripoli
Kashipur	IN	8553505279287	Asia/Kolkata
Pandua	IN	3630526402797	Asia/Kolkata
Randudongkal	ID	3196614429294	Asia/Jakarta
Aklera	IN	7881978882286	Asia/Kolkata
Tiruppuvanam	IN	2014887967767	Asia/Kolkata
Bensheim	DE	4360098717553	Europe/Berlin
Lagos	NG	3333708130258	Africa/Lagos
Ragusa	IT	9032709922537	Europe/Rome
Xinzhou	CN	4133535280732	Asia/Shanghai
Farafenni	GM	2726198091764	Africa/Banjul
Bogoroditsk	RU	8484533205477	Europe/Moscow
Schwalmtal	DE	2150196781783	Europe/Berlin
Kheda	IN	2959329535190	Asia/Kolkata
Volokolamsk	RU	7048817811047	Europe/Moscow
Tarakan	ID	8760062376087	Asia/Makassar
Alexandria	EG	7059799071275	Africa/Cairo
Malakhovka	RU	0114246280055	Europe/Moscow
Chichicastenango	GT	8252018141097	America/Guatemala
Sharypovo	RU	5896617461243	Asia/Krasnoyarsk
Leyland	GB	5650292462014	Europe/London
Longgang	CN	1596207010427	Asia/Shanghai
Mokopane	ZA	6482975985089	Africa/Johannesburg
Mudanya	TR	6803803557887	Europe/Istanbul
Bogoroditsk	RU	8625367330038	Europe/Moscow
Pedro II	BR	4731409855606	America/Fortaleza
Kundla	IN	9098807906107	Asia/Kolkata
Catende	BR	2307397146693	America/Recife
Korschenbroich	DE	4388704339531	Europe/Berlin
Sankt Peter	AT	0911724259974	Europe/Vienna
Kent	US	1722369551724	America/Los_Angeles
Recife	BR	8603933078676	America/Recife
Korschenbroich	DE	1263141541064	Europe/Berlin
Aleshtar	IR	3841940474615	Asia/Tehran
Carlos Barbosa	BR	2560816003636	America/Sao_Paulo
Ksar Chellala	DZ	3835834626518	Africa/Algiers
Lancing	GB	9385520485812	Europe/London
Gaya	NG	2541556394703	Africa/Lagos
Besuki	ID	6067445727996	Asia/Jakarta
Motomachi	JP	9389674796367	Asia/Tokyo
Brighton Beach	US	3543495559709	America/New_York
Alytus	LT	0001173152091	Europe/Vilnius
Lower Earley	GB	3665503703864	Europe/London
Tornio	FI	5712474021898	Europe/Helsinki
Bridgeport	US	0224073788263	America/New_York
Tchaourou	BJ	7313647389739	Africa/Porto-Novo
Milagro	EC	2528075738317	America/Guayaquil
Kushtia	BD	5524537668991	Asia/Dhaka
San Bernardo	CL	7490517486856	America/Santiago
High Wycombe	GB	2943472434899	Europe/London
Okahandja	NA	5316697884355	Africa/Windhoek
Nayoro	JP	5273829197878	Asia/Tokyo
Malaut	IN	8462434032118	Asia/Kolkata
Sinhyeon	KR	8929263036071	Asia/Seoul
Hartley	GB	9409205404155	Europe/London
Sillanwali	PK	4024087227491	Asia/Karachi
Isfahan	IR	8452855179875	Asia/Tehran
Kheda	IN	0737045864624	Asia/Kolkata
Nizhniy Lomov	RU	3742107980393	Europe/Moscow
Zhoushan	CN	4249060940536	Asia/Shanghai
Timaru	NZ	5546451080017	Pacific/Auckland
Cordenons	IT	1259114976254	Europe/Rome
Barnet	GB	5817795125680	Europe/London
El Copey	CO	4620694284294	America/Bogota
Rueil-Malmaison	FR	7674757098608	Europe/Paris
Dax	FR	2938423623040	Europe/Paris
Budva	ME	1535101961558	Europe/Podgorica
Sceaux	FR	7077223872427	Europe/Paris
Markham	CA	5437599920245	America/Toronto
Troutdale	US	0752546969197	America/Los_Angeles
Lal Bahadur Nagar	IN	1807218654679	Asia/Kolkata
Dalsingh Sarai	IN	9391897057125	Asia/Kolkata
Marseille 11	FR	4249789983005	Europe/Paris
Las Gabias	ES	8669333101000	Europe/Madrid
Licheng	CN	4874469763006	Asia/Shanghai
Kahului	US	3617846665606	Pacific/Honolulu
Kensington	US	7551427699115	America/New_York
Kamina	CD	3187346607555	Africa/Lubumbashi
Iwade	JP	8086659572732	Asia/Tokyo
Patnos	TR	8021738592270	Europe/Istanbul
Maxixe	MZ	6006625278682	Africa/Maputo
Oulmes	MA	2034052813545	Africa/Casablanca
Wacheng	CN	8345733510474	Asia/Shanghai
American Canyon	US	8141659272522	America/Los_Angeles
Kangayam	IN	8342942940924	Asia/Kolkata
Tonga	CM	1890653043016	Africa/Douala
Parola	IN	1333915242869	Asia/Kolkata
Norwalk	US	6265091464658	America/New_York
Kidodi	TZ	0350736778941	Africa/Dar_es_Salaam
Messaad	DZ	2960247287641	Africa/Algiers
Campobasso	IT	5150392841059	Europe/Rome
Kantharalak	TH	9366367471367	Asia/Bangkok
La Ligua	CL	4458555186803	America/Santiago
San Fernando de Henares	ES	0529068337014	Europe/Madrid
Tarakan	ID	7374903705076	Asia/Makassar
Gavrilov-Yam	RU	4743086735850	Europe/Moscow
Kashipur	IN	8574177154283	Asia/Kolkata
Msaken	TN	2991040547540	Africa/Tunis
Aschaffenburg	DE	3431094531397	Europe/Berlin
Khairpur Mir’s	PK	2767972329536	Asia/Karachi
Sankt Peter	AT	4610761310841	Europe/Vienna
Troutdale	US	8019701583516	America/Los_Angeles
Thap Than	TH	6600835067557	Asia/Bangkok
Ozersk	RU	9673846784086	Asia/Yekaterinburg
Periyakulam	IN	0444585990446	Asia/Kolkata
Volokolamsk	RU	1648035539479	Europe/Moscow
Great Wyrley	GB	5360444695282	Europe/London
Indio	US	5174201470001	America/Los_Angeles
Malaut	IN	1864239087367	Asia/Kolkata
Gua Musang	MY	5040426558216	Asia/Kuala_Lumpur
Beryozovsky	RU	1158764880945	Asia/Yekaterinburg
Gifhorn	DE	5819631229804	Europe/Berlin
Kot Addu	PK	1983922107516	Asia/Karachi
Privolzhskiy	RU	7858866533759	Europe/Saratov
Penzance	GB	6824484344030	Europe/London
San Giuliano Milanese	IT	5387996989805	Europe/Rome
Usagara	TZ	9795463779099	Africa/Dar_es_Salaam
Surbiton	GB	3631297353721	Europe/London
Sa Dec	VN	9982835399973	Asia/Ho_Chi_Minh
Chamba	IN	7965095751387	Asia/Kolkata
Leteri	IN	0829578193194	Asia/Kolkata
Yauco	PR	9965478643818	America/Puerto_Rico
Radevormwald	DE	0384646370230	Europe/Berlin
Krasyliv	UA	6699106339745	Europe/Kiev
Stade	DE	3810645085181	Europe/Berlin
Dipolog	PH	1237274864055	Asia/Manila
Baulkham Hills	AU	8259673914783	Australia/Sydney
Lagarto	BR	3979419412896	America/Maceio
Heroica Matamoros	MX	1834020474003	America/Matamoros
Ulanhot	CN	8845461796954	Asia/Shanghai
Masbate	PH	0371093631663	Asia/Manila
Inverness	GB	1821754021252	Europe/London
Vught	NL	1000331314059	Europe/Amsterdam
Athlone	IE	3493516152481	Europe/Dublin
Ulu Tiram	MY	6483169115497	Asia/Kuala_Lumpur
Liberia	CR	1286489546157	America/Costa_Rica
Patti	IN	6184883093510	Asia/Kolkata
Gudermes	RU	5496185336945	Europe/Moscow
Lesozavodsk	RU	0514069761654	Asia/Vladivostok
Indio	US	4296350584673	America/Los_Angeles
Artsyz	UA	1741003019277	Europe/Kiev
Haicheng	CN	0441075763795	Asia/Shanghai
Busia	KE	7262152170090	Africa/Nairobi
Kachkanar	RU	6511120138633	Asia/Yekaterinburg
Srinagar	IN	3447121775344	Asia/Kolkata
Aguilares	AR	6566923222676	America/Argentina/Tucuman
Yauco	PR	1568621309401	America/Puerto_Rico
Voznesensk	UA	5442555799100	Europe/Kiev
Sinhyeon	KR	6111475828557	Asia/Seoul
Yashkino	RU	9400698268675	Asia/Novokuznetsk
West Chester	US	3917259161444	America/New_York
El Achir	DZ	6768319128030	Africa/Algiers
Chichicastenango	GT	4641755136963	America/Guatemala
Debre Tabor	ET	4701472349432	Africa/Addis_Ababa
Rangia	IN	6584416093800	Asia/Kolkata
Tchaourou	BJ	9778769042654	Africa/Porto-Novo
Watsonville	US	7903134222276	America/Los_Angeles
Naga	PH	6849682530306	Asia/Manila
Tornio	FI	9113998507008	Europe/Helsinki
Glogovac	XK	4472317617886	Europe/Belgrade
Kamakura	JP	4012143238956	Asia/Tokyo
Albstadt	DE	0876028606285	Europe/Berlin
Naga	PH	7259576538575	Asia/Manila
Zhuangyuan	CN	0919363521339	Asia/Shanghai
Thenia	DZ	4195505631326	Africa/Algiers
Castelfranco Emilia	IT	8819235340650	Europe/Rome
Landshut	DE	0108319825878	Europe/Berlin
Emmeloord	NL	2402041095584	Europe/Amsterdam
Ishim	RU	7385964276252	Asia/Yekaterinburg
Privolzhskiy	RU	8834237095728	Europe/Saratov
Antipolo	PH	5926782494682	Asia/Manila
Sydney	CA	4889423050443	America/Glace_Bay
Kobuleti	GE	7803946284472	Asia/Tbilisi
Jaruco	CU	7790022962464	America/Havana
Salima	MW	0864490501450	Africa/Blantyre
Hakodate	JP	1282851199570	Asia/Tokyo
Novopavlovsk	RU	3490992769776	Europe/Moscow
Alytus	LT	6047973222996	Europe/Vilnius
San Juan	US	9772884245204	America/Chicago
Pamiers	FR	2378414260869	Europe/Paris
Alytus	LT	4351079258929	Europe/Vilnius
Rudolstadt	DE	7225414104493	Europe/Berlin
Mokopane	ZA	4227804324019	Africa/Johannesburg
Waterbury	US	9966651010021	America/New_York
Rutland	US	8415191578085	America/New_York
Neuburg an der Donau	DE	6301857220424	Europe/Berlin
Bergama	TR	2472588578253	Europe/Istanbul
Ikalamavony	MG	1416782264094	Indian/Antananarivo
Alipur	PK	5403576829337	Asia/Karachi
Portogruaro	IT	7761638354523	Europe/Rome
Mira Mesa	US	2241057585692	America/Los_Angeles
Hermsdorf	DE	5899469409333	Europe/Berlin
Jambi City	ID	0715448452037	Asia/Jakarta
Changshu City	CN	9513668841386	Asia/Shanghai
Encinitas	US	0570235824875	America/Los_Angeles
Losser	NL	7338051226500	Europe/Amsterdam
San Bernardo	CL	1885103520025	America/Santiago
Saraktash	RU	0772033179397	Asia/Yekaterinburg
La Garenne-Colombes	FR	8722740806972	Europe/Paris
Kuvandyk	RU	7454365857848	Asia/Yekaterinburg
Haldwani	IN	9528289042623	Asia/Kolkata
Mwandiga	TZ	6661720510589	Africa/Dar_es_Salaam
Redding	US	8147909834526	America/Los_Angeles
Sungurlu	TR	3715006237783	Europe/Istanbul
Keene	US	4020089096738	America/New_York
Bensheim	DE	2887479834842	Europe/Berlin
Patnos	TR	1306388221716	Europe/Istanbul
Diamond Harbour	IN	4838403773742	Asia/Kolkata
Catania	IT	5409923909219	Europe/Rome
Ada	US	2220430143032	America/Chicago
Pameungpeuk	ID	9898727280765	Asia/Jakarta
Lesnoy	RU	4978782928996	Asia/Yekaterinburg
Arbroath	GB	6420688284440	Europe/London
Lutsk	UA	4096217251232	Europe/Kiev
Alfenas	BR	7090596962243	America/Sao_Paulo
Freetown	SL	4435059045133	Africa/Freetown
Belle Glade	US	3765314096428	America/New_York
Adra	IN	0939966042673	Asia/Kolkata
Bryn Mawr-Skyway	US	2949431031956	America/Los_Angeles
Toba	JP	6707803990852	Asia/Tokyo
Siegburg	DE	9595531726655	Europe/Berlin
Kamina	CD	5489520116111	Africa/Lubumbashi
Lesosibirsk	RU	7298191950904	Asia/Krasnoyarsk
Beni Douala	DZ	4581600687540	Africa/Algiers
Keene	US	5183007194820	America/New_York
Morningside Heights	US	5407890587577	America/New_York
Fayetteville	US	2505938821751	America/New_York
Sheoganj	IN	1504514091312	Asia/Kolkata
Baki	SO	2155520046507	Africa/Mogadishu
Ulu Tiram	MY	0733699983476	Asia/Kuala_Lumpur
Neuburg an der Donau	DE	8682348291153	Europe/Berlin
Collinwood	US	5379611419002	America/New_York
Reutlingen	DE	2786431601778	Europe/Berlin
Santa Cruz de Barahona	DO	4684533467224	America/Santo_Domingo
Durazno	UY	7915601231230	America/Montevideo
Tucano	BR	8664391014880	America/Bahia
Rhosllanerchrugog	GB	3104010215519	Europe/London
Huangshi	CN	6383892240186	Asia/Shanghai
Pingyi	CN	2770074577262	Asia/Shanghai
Patnos	TR	9240509837153	Europe/Istanbul
Colomiers	FR	2830430473826	Europe/Paris
Kahului	US	5122078678266	Pacific/Honolulu
Bushey	GB	1706089617922	Europe/London
Kamina	CD	3592714777035	Africa/Lubumbashi
Lagos	NG	7601406313256	Africa/Lagos
Vienne	FR	0213766624810	Europe/Paris
Silvan	TR	7056566016354	Europe/Istanbul
Esmeraldas	BR	5893233558586	America/Sao_Paulo
Split	HR	0540112056019	Europe/Zagreb
Carlos Barbosa	BR	2624420990031	America/Sao_Paulo
Barmbek-Nord	DE	0714055677666	Europe/Berlin
Zeitz	DE	9927059273487	Europe/Berlin
Jizzax	UZ	6685369113109	Asia/Samarkand
Westbury	GB	9471515583509	Europe/London
Hutto	US	0587871642053	America/Chicago
Tongelre	NL	3025897029153	Europe/Amsterdam
Santa Maria	US	3649642690360	America/Los_Angeles
Usagara	TZ	9106467241282	Africa/Dar_es_Salaam
Santa Rosa Jauregui	MX	4442234116144	America/Mexico_City
Burscheid	DE	9323662459889	Europe/Berlin
Valletta	MT	8614995900775	Europe/Malta
Martinsburg	US	0546969035986	America/New_York
Zacoalco de Torres	MX	7099273851146	America/Mexico_City
Odessa	US	4006168516588	America/Chicago
Arles	FR	5025297912268	Europe/Paris
Fayetteville	US	7770415532696	America/New_York
Bourbonnais	US	5605415023962	America/Chicago
Media Luna	CU	7259414265601	America/Havana
Dipolog	PH	5745170709548	Asia/Manila
Dalsingh Sarai	IN	2021060303762	Asia/Kolkata
Petrozavodsk	RU	4487669682338	Europe/Moscow
High Wycombe	GB	5753391715576	Europe/London
Dombivli	IN	5596023525194	Asia/Kolkata
Mvomero	TZ	1412781427638	Africa/Dar_es_Salaam
Baulkham Hills	AU	1020499950067	Australia/Sydney
Harrisburg	US	8595003367288	America/New_York
Tongelre	NL	5639850618650	Europe/Amsterdam
Charlottetown	CA	2515240343995	America/Halifax
Nampa	US	5586481556281	America/Boise
Montana	BG	9047118606862	Europe/Sofia
Balikpapan	ID	2326087482095	Asia/Makassar
Keene	US	8208384939714	America/New_York
Coralville	US	0239437424879	America/Chicago
Gavrilov-Yam	RU	1261647510072	Europe/Moscow
Ken Caryl	US	5324713904697	America/Denver
Teghra	IN	7550201986083	Asia/Kolkata
Harstad	NO	2034932969409	Europe/Oslo
Gariadhar	IN	2735251047495	Asia/Kolkata
Sheoganj	IN	8362728798181	Asia/Kolkata
Afragola	IT	3529925157691	Europe/Rome
Volla	IT	1571890497052	Europe/Rome
Zvenihorodka	UA	0842247140039	Europe/Kiev
Manjeri	IN	3602471686089	Asia/Kolkata
Heyuan	CN	6002092828177	Asia/Shanghai
Split	HR	6288302564459	Europe/Zagreb
Palm Valley	US	7337507804248	America/New_York
San Gabriel	US	5344627092754	America/Los_Angeles
Norwalk	US	1699271478602	America/New_York
Buynaksk	RU	7025159517288	Europe/Moscow
Nowra	AU	8684555912562	Australia/Sydney
Santa Catalina	PH	7344199585669	Asia/Manila
La Garenne-Colombes	FR	8583653389095	Europe/Paris
